"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","TMAX","TMIN","TOBS"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-02-06","17","1","3"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-02-07","6","-9","0"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-02-08","22","-9","18"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-02-09","39","17","27"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-02-10","27","2","5"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-02-11","36","5","6"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-02-12","6","-21","-19"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-02-13","-1","-22","-21"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-02-14","3","-21","-10"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-02-15","9","-10","8"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-02-16","20","8","9"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-02-17","17","-15","-15"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-02-18","17","-15","7"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-02-19","23","-11","-4"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-02-20","33","-4","26"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-02-21","27","4","4"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-02-22","4","-6","-6"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-02-23","4","-18","-17"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-02-24","0","-19","-19"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-02-25","5","-19","0"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-02-26","10","-3","9"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-02-27","26","1","5"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-02-28","28","5","12"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-03-01","37","12","20"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-03-02","31","20","21"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-03-03","27","-4","-3"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-03-04","27","-4","16"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-03-05","28","16","24"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-03-06","29","14","14"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-03-07","32","5","5"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-03-08","24","5","23"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-03-09","29","2","2"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-03-10","12","-7","-6"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-03-11","20","-6","-3"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-03-12","4","-14","1"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-03-13","26","1","23"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-03-14","29","1","17"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-03-15","36","15","23"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-03-16","49","23","34"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-03-17","51","31","31"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-03-18","44","30","30"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-03-19","42","21","26"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-03-20","47","22","23"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-03-21","50","23","40"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-03-22","49","32","32"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-03-23","38","31","31"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-03-24","36","29","29"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-03-25","48","29","31"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-03-26","31","11","13"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-03-27","24","3","6"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-03-28","25","5","14"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-03-29","34","5","29"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-03-30","42","27","27"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-03-31","35","25","25"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-04-01","25","16","25"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-04-02","42","25","33"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-04-03","35","23","29"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-04-04","34","19","19"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-04-05","45","19","32"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-04-06","35","31","31"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-04-07","33","30","30"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-04-08","33","25","25"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-04-09","41","21","31"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-04-10","50","31","38"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-04-11","43","31","31"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-04-12","44","30","35"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-04-13","41","34","36"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-04-14","41","24","25"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-04-15","30","11","13"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-04-16","19","12","15"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-04-17","32","15","20"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-04-18","35","20","24"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-04-19","33","14","15"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-04-20","42","15","34"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-04-21","37","28","33"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-04-22","42","33","37"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-04-23","48","36","47"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-04-24","73","35","35"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-04-25","41","24","24"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-04-26","27","22","23"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-04-27","35","23","25"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-04-28","46","25","28"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-04-29","51","28","39"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-04-30","50","39","42"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-05-01","45","39","40"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-05-02","40","31","31"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-05-03","46","31","35"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-05-04","56","34","38"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-05-05","60","34","42"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-05-06","66","40","42"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-05-07","67","42","56"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-05-08","70","50","51"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-05-09","55","50","53"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-05-10","70","50","51"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-05-11","69","51","53"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-05-12","70","51","53"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-05-13","69","53","57"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-05-14","71","48","52"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-05-15","68","45","48"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-05-16","68","44","47"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-05-17","63","43","45"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-05-18","66","45","49"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2022-05-19","70","44","47"
